id,date_appel,entite,famille,nombre_entrants_corrige
22458,2022-11-26,Entite 1,F3,"125,125"
22459,2022-11-26,Entite 1,F5,12
22460,2022-11-26,Entite 1,F6,"347,9562753"
22461,2022-11-26,Entite 1,F7,"135,70684932"
22462,2022-11-26,Entite 2,F1,"338,21686747"
22463,2022-11-26,Entite 2,F2,"109,15384615"
22464,2022-11-26,Entite 2,F3,"155,80551724"
22465,2022-11-26,Entite 5,F1,3
22466,2022-11-26,Entite 5,F2,"183,41052632"
22467,2022-11-26,Entite 5,F3,"174,57717391"
22468,2022-11-26,Entite 5,F5,106
22469,2022-11-26,Entite 5,F6,"410,88888889"
22470,2022-11-26,Entite 5,F7,"862,50945274"
22471,2022-11-28,Entite 1,F1,13
22472,2022-11-28,Entite 1,F2,"82,34134767"
22473,2022-11-28,Entite 1,F3,"621,93290323"
22474,2022-11-28,Entite 1,F5,"69,097368421"
22475,2022-11-28,Entite 1,F6,"1867,2068966"
22476,2022-11-28,Entite 1,F7,"630,63"
22477,2022-11-28,Entite 2,F1,"1473,8196112"
22478,2022-11-28,Entite 2,F2,"650,88571429"
22479,2022-11-28,Entite 2,F3,699
22480,2022-11-28,Entite 3,F2,"3,3"
22481,2022-11-28,Entite 3,F5,"209,69417476"
22482,2022-11-28,Entite 3,F7,"617,13214286"
22483,2022-11-28,Entite 4,F5,"20,660869565"
22484,2022-11-28,Entite 4,F7,"201,32597678"
22485,2022-11-28,Entite 5,F1,14
22486,2022-11-28,Entite 5,F2,"857,31989247"
22487,2022-11-28,Entite 5,F3,"546,10228311"
22488,2022-11-28,Entite 5,F5,"543,64069098"
22489,2022-11-28,Entite 5,F6,"818,49608063"
22490,2022-11-28,Entite 5,F7,"4610,1416216"
22491,2022-11-29,Entite 1,F1,24
22492,2022-11-29,Entite 1,F2,"66,215489749"
22493,2022-11-29,Entite 1,F3,595
22494,2022-11-29,Entite 1,F5,"74,632911392"
22495,2022-11-29,Entite 1,F6,"1803,1563303"
22496,2022-11-29,Entite 1,F7,"643,73333333"
22497,2022-11-29,Entite 2,F1,"1624,6910237"
22498,2022-11-29,Entite 2,F2,"686,3363029"
22499,2022-11-29,Entite 2,F3,"561,96868885"
22500,2022-11-29,Entite 3,F5,"188,1"
22501,2022-11-29,Entite 3,F7,"635,95218045"
22502,2022-11-29,Entite 4,F5,"24,75"
22503,2022-11-29,Entite 4,F7,"196,13855407"
22504,2022-11-29,Entite 5,F1,"10,676470588"
22505,2022-11-29,Entite 5,F2,"822,97038724"
22506,2022-11-29,Entite 5,F3,"473,67073171"
22507,2022-11-29,Entite 5,F5,"479,46790393"
22508,2022-11-29,Entite 5,F6,"841,32379863"
22509,2022-11-29,Entite 5,F7,"4466,2181883"
22510,2022-11-30,Entite 1,F1,8
22511,2022-11-30,Entite 1,F2,"60,646951702"
22512,2022-11-30,Entite 1,F3,631
22513,2022-11-30,Entite 1,F5,"53,253968254"
22514,2022-11-30,Entite 1,F6,"1677,8809646"
22515,2022-11-30,Entite 1,F7,"508,07195767"
22516,2022-11-30,Entite 2,F1,"1398,4354751"
22517,2022-11-30,Entite 2,F2,"572,4391129"
22518,2022-11-30,Entite 2,F3,474
22519,2022-11-30,Entite 3,F5,"168,44193548"
22520,2022-11-30,Entite 3,F7,"522,53793103"
22521,2022-11-30,Entite 4,F5,15
22522,2022-11-30,Entite 4,F7,"203,36033333"
22523,2022-11-30,Entite 5,F1,"27,225"
22524,2022-11-30,Entite 5,F2,"751,7415677"
22525,2022-11-30,Entite 5,F3,"602,09893333"
22526,2022-11-30,Entite 5,F5,"476,6572043"
22527,2022-11-30,Entite 5,F6,"780,759375"
22528,2022-11-30,Entite 5,F7,"4294,1528889"
22529,2022-12-01,Entite 1,F1,5
22530,2022-12-01,Entite 1,F2,"70,221811224"
22531,2022-12-01,Entite 1,F3,"519,849"
22532,2022-12-01,Entite 1,F5,"45,1"
22533,2022-12-01,Entite 1,F6,"1343,5028865"
22534,2022-12-01,Entite 1,F7,"423,28"
22535,2022-12-01,Entite 2,F1,"1571,9374716"
22536,2022-12-01,Entite 2,F2,"588,51447368"
22537,2022-12-01,Entite 2,F3,411
22538,2022-12-01,Entite 3,F2,2
22539,2022-12-01,Entite 3,F5,137
22540,2022-12-01,Entite 3,F7,"443,26285714"
22541,2022-12-01,Entite 4,F5,20
22542,2022-12-01,Entite 4,F7,"191,94361339"
22543,2022-12-01,Entite 5,F1,15
22544,2022-12-01,Entite 5,F2,"726,61875"
22545,2022-12-01,Entite 5,F3,"458,63888889"
22546,2022-12-01,Entite 5,F5,"441,89894737"
22547,2022-12-01,Entite 5,F6,"703,45244444"
22548,2022-12-01,Entite 5,F7,"3686,2739174"
22549,2022-12-02,Entite 1,F1,3
22550,2022-12-02,Entite 1,F2,"34,383267974"
22551,2022-12-02,Entite 1,F3,"309,75086505"
22552,2022-12-02,Entite 1,F5,"22,1375"
22553,2022-12-02,Entite 1,F6,"750,23329453"
22554,2022-12-02,Entite 1,F7,"257,27388535"
22555,2022-12-02,Entite 2,F1,"784,06877898"
22556,2022-12-02,Entite 2,F2,"250,83829114"
22557,2022-12-02,Entite 2,F3,273
22558,2022-12-02,Entite 3,F5,"95,126086957"
22559,2022-12-02,Entite 3,F7,"340,29285714"
22560,2022-12-02,Entite 4,F5,"17,786524823"
22561,2022-12-02,Entite 4,F7,"107,62845765"
22562,2022-12-02,Entite 5,F1,23
22563,2022-12-02,Entite 5,F2,"556,65176471"
22564,2022-12-02,Entite 5,F3,"316,43539326"
22565,2022-12-02,Entite 5,F5,"309,06879433"
22566,2022-12-02,Entite 5,F6,"536,25882353"
22567,2022-12-02,Entite 5,F7,"2588,3562992"
22568,2022-12-03,Entite 1,F2,"6,5134302823"
22569,2022-12-03,Entite 1,F3,"181,01381215"
22570,2022-12-03,Entite 1,F5,"7,4461538462"
22571,2022-12-03,Entite 1,F6,"362,84032258"
22572,2022-12-03,Entite 1,F7,"104,30357143"
22573,2022-12-03,Entite 2,F1,"407,40786517"
22574,2022-12-03,Entite 2,F2,"96,976415094"
22575,2022-12-03,Entite 2,F3,"197,96373626"
22576,2022-12-03,Entite 5,F1,8
22577,2022-12-03,Entite 5,F2,"245,75449102"
22578,2022-12-03,Entite 5,F3,"184,37289377"
22579,2022-12-03,Entite 5,F5,"140,54615385"
22580,2022-12-03,Entite 5,F6,"467,22393822"
22581,2022-12-03,Entite 5,F7,"1086,6871795"
22582,2022-12-05,Entite 1,F1,12
22583,2022-12-05,Entite 1,F2,"70,762909469"
22584,2022-12-05,Entite 1,F3,"735,33240612"
22585,2022-12-05,Entite 1,F5,"45,872340426"
22586,2022-12-05,Entite 1,F6,"1299,0031404"
22587,2022-12-05,Entite 1,F7,"420,34347826"
22588,2022-12-05,Entite 2,F1,"1400,5236958"
22589,2022-12-05,Entite 2,F2,"448,55107034"
22590,2022-12-05,Entite 2,F3,"570,95238095"
22591,2022-12-05,Entite 3,F5,"194,48"
22592,2022-12-05,Entite 3,F7,"641,44331641"
22593,2022-12-05,Entite 4,F5,"25,096296296"
22594,2022-12-05,Entite 4,F7,"204,26939301"
22595,2022-12-05,Entite 5,F1,"19,36"
22596,2022-12-05,Entite 5,F2,"964,27692308"
22597,2022-12-05,Entite 5,F3,"562,48806366"
22598,2022-12-05,Entite 5,F5,"519,44788732"
22599,2022-12-05,Entite 5,F6,"882,07142857"
22600,2022-12-05,Entite 5,F7,"4074,8470152"
22601,2022-12-06,Entite 1,F1,12
22602,2022-12-06,Entite 1,F2,"65,495542417"
22603,2022-12-06,Entite 1,F3,"760,94371728"
22604,2022-12-06,Entite 1,F5,"51,192307692"
22605,2022-12-06,Entite 1,F6,"1344,5184393"
22606,2022-12-06,Entite 1,F7,"399,12093023"
22607,2022-12-06,Entite 2,F1,"1400,1290606"
22608,2022-12-06,Entite 2,F2,"455,34054054"
22609,2022-12-06,Entite 2,F3,"635,85070922"
22610,2022-12-06,Entite 3,F2,"2,2"
22611,2022-12-06,Entite 3,F5,"250,18425656"
22612,2022-12-06,Entite 3,F7,"759,68378378"
22613,2022-12-06,Entite 4,F5,"27,044827586"
22614,2022-12-06,Entite 4,F7,"219,24095258"
22615,2022-12-06,Entite 5,F1,5
22616,2022-12-06,Entite 5,F2,"1029,7554531"
22617,2022-12-06,Entite 5,F3,"728,13753943"
22618,2022-12-06,Entite 5,F5,"573,69261993"
22619,2022-12-06,Entite 5,F6,"889,58539554"
22620,2022-12-06,Entite 5,F7,"4280,3756659"
22621,2022-12-07,Entite 1,F1,8
22622,2022-12-07,Entite 1,F2,"55,855450509"
22623,2022-12-07,Entite 1,F3,"719,53787879"
22624,2022-12-07,Entite 1,F5,"46,868627451"
22625,2022-12-07,Entite 1,F6,"1392,5850801"
22626,2022-12-07,Entite 1,F7,"487,26265432"
22627,2022-12-07,Entite 2,F1,"1940,5510076"
22628,2022-12-07,Entite 2,F2,"426,61634783"
22629,2022-12-07,Entite 2,F3,"628,20446927"
22630,2022-12-07,Entite 3,F2,1
22631,2022-12-07,Entite 3,F5,"225,17"
22632,2022-12-07,Entite 3,F7,"777,68943759"
22633,2022-12-07,Entite 4,F5,"16,5"
22634,2022-12-07,Entite 4,F7,"234,68773122"
22635,2022-12-07,Entite 5,F1,14
22636,2022-12-07,Entite 5,F2,"1046,551676"
22637,2022-12-07,Entite 5,F3,"693,67272727"
22638,2022-12-07,Entite 5,F5,"574,95498155"
22639,2022-12-07,Entite 5,F6,"985,28631985"
22640,2022-12-07,Entite 5,F7,"4462,2391357"
22641,2022-12-08,Entite 1,F1,7
22642,2022-12-08,Entite 1,F2,"58,600304692"
22643,2022-12-08,Entite 1,F3,"618,34855305"
22644,2022-12-08,Entite 1,F5,"48,4"
22645,2022-12-08,Entite 1,F6,"1243,0201835"
22646,2022-12-08,Entite 1,F7,"449,72938776"
22647,2022-12-08,Entite 2,F1,"1523,2336562"
22648,2022-12-08,Entite 2,F2,"539,58262712"
22649,2022-12-08,Entite 2,F3,"907,07129522"
22650,2022-12-08,Entite 3,F2,"1,1"
22651,2022-12-08,Entite 3,F5,164
22652,2022-12-08,Entite 3,F7,"583,42965235"
22653,2022-12-08,Entite 4,F5,"21,685714286"
22654,2022-12-08,Entite 4,F7,"190,67597331"
22655,2022-12-08,Entite 5,F1,16
22656,2022-12-08,Entite 5,F2,"936,06581353"
22657,2022-12-08,Entite 5,F3,"884,51668178"
22658,2022-12-08,Entite 5,F5,"487,69827586"
22659,2022-12-08,Entite 5,F6,"868,66779303"
22660,2022-12-08,Entite 5,F7,"3972,3632715"
22661,2022-12-09,Entite 1,F1,7
22662,2022-12-09,Entite 1,F2,"55,858496241"
22663,2022-12-09,Entite 1,F3,"515,69777778"
22664,2022-12-09,Entite 1,F5,"44,897959184"
22665,2022-12-09,Entite 1,F6,"1099,4572537"
22666,2022-12-09,Entite 1,F7,"399,4227907"
22667,2022-12-09,Entite 2,F1,"1212,64"
22668,2022-12-09,Entite 2,F2,"596,09093108"
22669,2022-12-09,Entite 2,F3,"673,76853933"
22670,2022-12-09,Entite 3,F2,"1,1"
22671,2022-12-09,Entite 3,F5,"129,58709677"
22672,2022-12-09,Entite 3,F7,"496,86792453"
22673,2022-12-09,Entite 4,F5,"19,59047619"
22674,2022-12-09,Entite 4,F7,"200,6979661"
22675,2022-12-09,Entite 5,F1,23
22676,2022-12-09,Entite 5,F2,"709,25463659"
22677,2022-12-09,Entite 5,F3,"655,45815789"
22678,2022-12-09,Entite 5,F5,"461,01492537"
22679,2022-12-09,Entite 5,F6,"722,54285714"
22680,2022-12-09,Entite 5,F7,"3653,3480226"
22681,2022-12-10,Entite 1,F2,"16,5"
22682,2022-12-10,Entite 1,F3,"149,73397436"
22683,2022-12-10,Entite 1,F5,6
22684,2022-12-10,Entite 1,F6,"303,27830189"
22685,2022-12-10,Entite 1,F7,"120,9"
22686,2022-12-10,Entite 2,F1,"413,41276596"
22687,2022-12-10,Entite 2,F2,"142,78846154"
22688,2022-12-10,Entite 2,F3,"194,41165049"
22689,2022-12-10,Entite 5,F1,2
22690,2022-12-10,Entite 5,F2,"176,51401869"
22691,2022-12-10,Entite 5,F3,"254,925"
22692,2022-12-10,Entite 5,F5,"141,37938931"
22693,2022-12-10,Entite 5,F6,"397,8518617"
22694,2022-12-10,Entite 5,F7,"1053,2863436"
22695,2022-12-12,Entite 1,F1,"17,325"
22696,2022-12-12,Entite 1,F2,"86,368598776"
22697,2022-12-12,Entite 1,F3,"757,84122137"
22698,2022-12-12,Entite 1,F5,"44,745762712"
22699,2022-12-12,Entite 1,F6,"1423,4785714"
22700,2022-12-12,Entite 1,F7,"559,42289157"
22701,2022-12-12,Entite 2,F1,"1546,9441718"
22702,2022-12-12,Entite 2,F2,"666,97165733"
22703,2022-12-12,Entite 2,F3,855
22704,2022-12-12,Entite 3,F2,"7,7"
22705,2022-12-12,Entite 3,F5,"200,48039216"
22706,2022-12-12,Entite 3,F7,"618,63411371"
22707,2022-12-12,Entite 4,F5,"16,3625"
22708,2022-12-12,Entite 4,F7,"232,40947075"
22709,2022-12-12,Entite 5,F1,23
22710,2022-12-12,Entite 5,F2,"921,19521912"
22711,2022-12-12,Entite 5,F3,"784,34177215"
22712,2022-12-12,Entite 5,F5,"522,45106383"
22713,2022-12-12,Entite 5,F6,"786,10984579"
22714,2022-12-12,Entite 5,F7,"4667,2867356"
22715,2022-12-13,Entite 1,F1,23
22716,2022-12-13,Entite 1,F2,"67,717334869"
22717,2022-12-13,Entite 1,F3,"687,65022026"
22718,2022-12-13,Entite 1,F5,"45,1"
22719,2022-12-13,Entite 1,F6,"1301,802611"
22720,2022-12-13,Entite 1,F7,"485,01894737"
22721,2022-12-13,Entite 2,F1,"1631,6542373"
22722,2022-12-13,Entite 2,F2,"681,66868526"
22723,2022-12-13,Entite 2,F3,"788,67226891"
22724,2022-12-13,Entite 3,F2,"0,7333333333"
22725,2022-12-13,Entite 3,F5,"196,97475728"
22726,2022-12-13,Entite 3,F7,"586,90251256"
22727,2022-12-13,Entite 4,F5,"27,5"
22728,2022-12-13,Entite 4,F7,"211,13723724"
22729,2022-12-13,Entite 5,F1,25
22730,2022-12-13,Entite 5,F2,"798,18357143"
22731,2022-12-13,Entite 5,F3,"690,76521265"
22732,2022-12-13,Entite 5,F5,"495,68502994"
22733,2022-12-13,Entite 5,F6,"777,55487053"
22734,2022-12-13,Entite 5,F7,"4003,467156"
22735,2022-12-14,Entite 1,F1,5
22736,2022-12-14,Entite 1,F2,"80,223897912"
22737,2022-12-14,Entite 1,F3,"776,35629742"
22738,2022-12-14,Entite 1,F5,"46,498305085"
22739,2022-12-14,Entite 1,F6,"1151,7526996"
22740,2022-12-14,Entite 1,F7,"549,82218045"
22741,2022-12-14,Entite 2,F1,"1378,9638767"
22742,2022-12-14,Entite 2,F2,"662,62857143"
22743,2022-12-14,Entite 2,F3,579
22744,2022-12-14,Entite 3,F2,1
22745,2022-12-14,Entite 3,F5,"168,69787234"
22746,2022-12-14,Entite 3,F7,"502,39254658"
22747,2022-12-14,Entite 4,F5,"27,104"
22748,2022-12-14,Entite 4,F7,"237,85100671"
22749,2022-12-14,Entite 5,F1,12
22750,2022-12-14,Entite 5,F2,"785,6450116"
22751,2022-12-14,Entite 5,F3,"861,18876404"
22752,2022-12-14,Entite 5,F5,"433,95403423"
22753,2022-12-14,Entite 5,F6,"753,0945758"
22754,2022-12-14,Entite 5,F7,"3629,4247227"
22755,2022-12-15,Entite 1,F1,11
22756,2022-12-15,Entite 1,F2,"57,037910758"
22757,2022-12-15,Entite 1,F3,"635,98067633"
22758,2022-12-15,Entite 1,F4,1
22759,2022-12-15,Entite 1,F5,"51,7"
22760,2022-12-15,Entite 1,F6,"995,21272115"
22761,2022-12-15,Entite 1,F7,"390,03761062"
22762,2022-12-15,Entite 2,F1,"1309,6003626"
22763,2022-12-15,Entite 2,F2,"651,3125"
22764,2022-12-15,Entite 2,F3,651
22765,2022-12-15,Entite 3,F2,1
22766,2022-12-15,Entite 3,F5,144
22767,2022-12-15,Entite 3,F7,"466,74444444"
22768,2022-12-15,Entite 4,F5,15
22769,2022-12-15,Entite 4,F7,"200,36158192"
22770,2022-12-15,Entite 5,F1,62
22771,2022-12-15,Entite 5,F2,"756,42711864"
22772,2022-12-15,Entite 5,F3,"652,8139738"
22773,2022-12-15,Entite 5,F5,"411,91373626"
22774,2022-12-15,Entite 5,F6,"669,35919732"
22775,2022-12-15,Entite 5,F7,"3123,7938286"
22776,2022-12-16,Entite 1,F1,"22,244444444"
22777,2022-12-16,Entite 1,F2,"60,73628447"
22778,2022-12-16,Entite 1,F3,"629,13888889"
22779,2022-12-16,Entite 1,F5,"37,997142857"
22780,2022-12-16,Entite 1,F6,"893,62740088"
22781,2022-12-16,Entite 1,F7,"469,58579235"
22782,2022-12-16,Entite 2,F1,"1304,6230501"
22783,2022-12-16,Entite 2,F2,"506,5039897"
22784,2022-12-16,Entite 2,F3,"991,06568807"
22785,2022-12-16,Entite 3,F2,"4,4"
22786,2022-12-16,Entite 3,F5,"162,02592593"
22787,2022-12-16,Entite 3,F7,"502,73793103"
22788,2022-12-16,Entite 4,F5,"15,557142857"
22789,2022-12-16,Entite 4,F7,"166,70076923"
22790,2022-12-16,Entite 5,F1,43
22791,2022-12-16,Entite 5,F2,"882,85377358"
22792,2022-12-16,Entite 5,F3,"565,10125899"
22793,2022-12-16,Entite 5,F5,"373,39726027"
22794,2022-12-16,Entite 5,F6,"560,98114286"
22795,2022-12-16,Entite 5,F7,"3917,65"
22796,2022-12-17,Entite 1,F2,"18,272222222"
22797,2022-12-17,Entite 1,F3,"184,14312796"
22798,2022-12-17,Entite 1,F5,"8,8"
22799,2022-12-17,Entite 1,F6,"271,27253886"
22800,2022-12-17,Entite 1,F7,"106,8375"
22801,2022-12-17,Entite 2,F1,"334,27058824"
22802,2022-12-17,Entite 2,F2,"131,36686047"
22803,2022-12-17,Entite 2,F3,"186,42234637"
22804,2022-12-17,Entite 3,F7,4
22805,2022-12-17,Entite 5,F1,15
22806,2022-12-17,Entite 5,F2,"181,5"
22807,2022-12-17,Entite 5,F3,"237,82184874"
22808,2022-12-17,Entite 5,F5,"101,29263158"
22809,2022-12-17,Entite 5,F6,"385,52313625"
22810,2022-12-17,Entite 5,F7,"803,22622108"
22811,2022-12-19,Entite 1,F1,21
22812,2022-12-19,Entite 1,F2,"84,718148148"
22813,2022-12-19,Entite 1,F3,"686,92724679"
22814,2022-12-19,Entite 1,F5,"33,825"
22815,2022-12-19,Entite 1,F6,"1161,8745962"
22816,2022-12-19,Entite 1,F7,"436,61970803"
22817,2022-12-19,Entite 2,F1,"1371,5191652"
22818,2022-12-19,Entite 2,F2,"700,16723366"
22819,2022-12-19,Entite 2,F3,"756,39740634"
22820,2022-12-19,Entite 3,F2,"3,7714285714"
22821,2022-12-19,Entite 3,F5,"118,26929825"
22822,2022-12-19,Entite 3,F7,"509,67797357"
22823,2022-12-19,Entite 4,F5,22
22824,2022-12-19,Entite 4,F7,"177,38875"
22825,2022-12-19,Entite 5,F1,23
22826,2022-12-19,Entite 5,F2,"835,705"
22827,2022-12-19,Entite 5,F3,"671,67847769"
22828,2022-12-19,Entite 5,F5,"409,95945205"
22829,2022-12-19,Entite 5,F6,"736,10834437"
22830,2022-12-19,Entite 5,F7,"3520,2443806"
22831,2022-12-20,Entite 1,F1,13
22832,2022-12-20,Entite 1,F2,"77,621570602"
22833,2022-12-20,Entite 1,F3,"733,28398385"
22834,2022-12-20,Entite 1,F5,"33,916666667"
22835,2022-12-20,Entite 1,F6,"1205,0496102"
22836,2022-12-20,Entite 1,F7,"396,09"
22837,2022-12-20,Entite 2,F1,"1256,0229071"
22838,2022-12-20,Entite 2,F2,"662,55095716"
22839,2022-12-20,Entite 2,F3,714
22840,2022-12-20,Entite 3,F2,"3,3"
22841,2022-12-20,Entite 3,F5,"121,59090909"
22842,2022-12-20,Entite 3,F7,"507,01377672"
22843,2022-12-20,Entite 4,F5,19
22844,2022-12-20,Entite 4,F7,"173,56216216"
22845,2022-12-20,Entite 5,F1,"28,875"
22846,2022-12-20,Entite 5,F2,"760,52554745"
22847,2022-12-20,Entite 5,F3,"890,26924429"
22848,2022-12-20,Entite 5,F5,"426,54943052"
22849,2022-12-20,Entite 5,F6,"720,97575"
22850,2022-12-20,Entite 5,F7,"3559,6505747"
22851,2022-12-21,Entite 1,F1,10
22852,2022-12-21,Entite 1,F2,"71,752083333"
22853,2022-12-21,Entite 1,F3,"625,48772504"
22854,2022-12-21,Entite 1,F5,36
22855,2022-12-21,Entite 1,F6,"1046,2647255"
22856,2022-12-21,Entite 1,F7,"351,34814815"
22857,2022-12-21,Entite 2,F1,"1394,1369863"
22858,2022-12-21,Entite 2,F2,"604,07313855"
22859,2022-12-21,Entite 2,F3,674
22860,2022-12-21,Entite 3,F2,"3,3"
22861,2022-12-21,Entite 3,F5,114
22862,2022-12-21,Entite 3,F7,"434,20420168"
22863,2022-12-21,Entite 4,F5,"23,4"
22864,2022-12-21,Entite 4,F7,"149,90985915"
22865,2022-12-21,Entite 5,F1,"15,4"
22866,2022-12-21,Entite 5,F2,"694,47845659"
22867,2022-12-21,Entite 5,F3,"710,69577465"
22868,2022-12-21,Entite 5,F5,"392,01133144"
22869,2022-12-21,Entite 5,F6,"677,19708266"
22870,2022-12-21,Entite 5,F7,"3136,6018622"
22871,2022-12-22,Entite 1,F1,2
22872,2022-12-22,Entite 1,F2,"55,446376812"
22873,2022-12-22,Entite 1,F3,"491,05116279"
22874,2022-12-22,Entite 1,F5,"36,3"
22875,2022-12-22,Entite 1,F6,"875,11014778"
22876,2022-12-22,Entite 1,F7,"306,05793103"
22877,2022-12-22,Entite 2,F1,"1112,9030973"
22878,2022-12-22,Entite 2,F2,"550,82774695"
22879,2022-12-22,Entite 2,F3,498
22880,2022-12-22,Entite 3,F2,3
22881,2022-12-22,Entite 3,F5,97
22882,2022-12-22,Entite 3,F7,361
22883,2022-12-22,Entite 4,F5,12
22884,2022-12-22,Entite 4,F7,"121,54035088"
22885,2022-12-22,Entite 5,F1,"12,375"
22886,2022-12-22,Entite 5,F2,"609,95489614"
22887,2022-12-22,Entite 5,F3,"527,30326296"
22888,2022-12-22,Entite 5,F5,"385,48209877"
22889,2022-12-22,Entite 5,F6,"545,95708061"
22890,2022-12-22,Entite 5,F7,"2808,4720061"
22891,2022-12-23,Entite 1,F1,11
22892,2022-12-23,Entite 1,F2,"41,875862069"
22893,2022-12-23,Entite 1,F3,"403,84274809"
22894,2022-12-23,Entite 1,F5,"36,102564103"
22895,2022-12-23,Entite 1,F6,"857,23445212"
22896,2022-12-23,Entite 1,F7,"282,39398496"
22897,2022-12-23,Entite 2,F1,"878,79261214"
22898,2022-12-23,Entite 2,F2,"476,43908046"
22899,2022-12-23,Entite 2,F3,351
22900,2022-12-23,Entite 3,F2,2
22901,2022-12-23,Entite 3,F5,"75,357746479"
22902,2022-12-23,Entite 3,F7,"308,62348178"
22903,2022-12-23,Entite 4,F5,"9,7777777778"
22904,2022-12-23,Entite 4,F7,"111,48556701"
22905,2022-12-23,Entite 5,F1,15
22906,2022-12-23,Entite 5,F2,"528,432"
22907,2022-12-23,Entite 5,F3,"442,72027027"
22908,2022-12-23,Entite 5,F5,"282,97391304"
22909,2022-12-23,Entite 5,F6,"463,01453634"
22910,2022-12-23,Entite 5,F7,"2476,0200927"
22911,2022-12-24,Entite 1,F2,"13,547368421"
22912,2022-12-24,Entite 1,F3,91
22913,2022-12-24,Entite 1,F5,"7,8222222222"
22914,2022-12-24,Entite 1,F6,"137,53793103"
22915,2022-12-24,Entite 1,F7,"67,015384615"
22916,2022-12-24,Entite 2,F1,"182,76923077"
22917,2022-12-24,Entite 2,F2,"60,246153846"
22918,2022-12-24,Entite 2,F3,88
22919,2022-12-24,Entite 3,F2,"1,1"
22920,2022-12-24,Entite 3,F7,"4,125"
22921,2022-12-24,Entite 5,F2,"95,1328125"
22922,2022-12-24,Entite 5,F3,"112,00325203"
22923,2022-12-24,Entite 5,F5,"52,966037736"
22924,2022-12-24,Entite 5,F6,"196,44565217"
22925,2022-12-24,Entite 5,F7,"544,26132075"
22926,2022-12-26,Entite 1,F1,5
22927,2022-12-26,Entite 1,F2,"35,093548387"
22928,2022-12-26,Entite 1,F3,350
22929,2022-12-26,Entite 1,F5,25
22930,2022-12-26,Entite 1,F6,"770,70704574"
22931,2022-12-26,Entite 1,F7,"295,25294118"
22932,2022-12-26,Entite 2,F1,"842,48717949"
22933,2022-12-26,Entite 2,F2,"406,5129771"
22934,2022-12-26,Entite 2,F3,356
22935,2022-12-26,Entite 3,F2,2
22936,2022-12-26,Entite 3,F5,"102,60618557"
22937,2022-12-26,Entite 3,F7,"282,44857143"
22938,2022-12-26,Entite 4,F5,13
22939,2022-12-26,Entite 4,F7,"86,457142857"
22940,2022-12-26,Entite 5,F1,"6,6"
22941,2022-12-26,Entite 5,F2,"498,61313869"
22942,2022-12-26,Entite 5,F3,"377,25657895"
22943,2022-12-26,Entite 5,F5,"273,67043478"
22944,2022-12-26,Entite 5,F6,"436,38455882"
22945,2022-12-26,Entite 5,F7,"2206,0490231"
22946,2022-12-27,Entite 1,F1,8
22947,2022-12-27,Entite 1,F2,"42,940740741"
22948,2022-12-27,Entite 1,F3,543
22949,2022-12-27,Entite 1,F5,"43,541666667"
22950,2022-12-27,Entite 1,F6,"992,69943715"
22951,2022-12-27,Entite 1,F7,"318,00538922"
22952,2022-12-27,Entite 2,F1,910
22953,2022-12-27,Entite 2,F2,"478,63026316"
22954,2022-12-27,Entite 2,F3,494
22955,2022-12-27,Entite 3,F2,"8,8"
22956,2022-12-27,Entite 3,F5,"95,665263158"
22957,2022-12-27,Entite 3,F7,"404,30532544"
22958,2022-12-27,Entite 4,F5,14
22959,2022-12-27,Entite 4,F7,98
22960,2022-12-27,Entite 5,F1,12
22961,2022-12-27,Entite 5,F2,"609,85294118"
22962,2022-12-27,Entite 5,F3,"605,57846411"
22963,2022-12-27,Entite 5,F5,"315,13382353"
22964,2022-12-27,Entite 5,F6,"528,24659341"
22965,2022-12-27,Entite 5,F7,"2715,0993884"
22966,2022-12-28,Entite 1,F1,"10,214285714"
22967,2022-12-28,Entite 1,F2,"56,466666667"
22968,2022-12-28,Entite 1,F3,431
22969,2022-12-28,Entite 1,F4,1
22970,2022-12-28,Entite 1,F5,35
22971,2022-12-28,Entite 1,F6,"853,77983015"
22972,2022-12-28,Entite 1,F7,"381,98493976"
22973,2022-12-28,Entite 2,F1,"1048,1349398"
22974,2022-12-28,Entite 2,F2,"482,19533608"
22975,2022-12-28,Entite 2,F3,"397,22222222"
22976,2022-12-28,Entite 3,F2,1
22977,2022-12-28,Entite 3,F5,104
22978,2022-12-28,Entite 3,F7,"382,94957507"
22979,2022-12-28,Entite 4,F5,"4,4"
22980,2022-12-28,Entite 4,F7,101
22981,2022-12-28,Entite 5,F1,6
22982,2022-12-28,Entite 5,F2,"568,91521739"
22983,2022-12-28,Entite 5,F3,"431,84830918"
22984,2022-12-28,Entite 5,F5,"367,15477707"
22985,2022-12-28,Entite 5,F6,"532,10589474"
22986,2022-12-28,Entite 5,F7,"2604,7894465"
22987,2022-12-29,Entite 1,F1,4
22988,2022-12-29,Entite 1,F2,"43,482352941"
22989,2022-12-29,Entite 1,F3,"371,44591029"
22990,2022-12-29,Entite 1,F5,"30,933333333"
22991,2022-12-29,Entite 1,F6,"886,14705882"
22992,2022-12-29,Entite 1,F7,"350,6265896"
22993,2022-12-29,Entite 2,F1,"979,94137116"
22994,2022-12-29,Entite 2,F2,"488,41652065"
22995,2022-12-29,Entite 2,F3,340
22996,2022-12-29,Entite 3,F5,115
22997,2022-12-29,Entite 3,F7,"361,48924051"
